X,Y,OBJECTID,ADDRESS,ARTIST,TITLE,MEDIUM,YEAR,ART_TYPE,DISPLAY,LOCATION,NEIGHBORHOOD,SIZE_,WARD,DURATION,PROGRAM_SOURCE,ARTWORK
-77.002251902781111,38.956816790708331,249,RIGGS ROAD NE AND SOUTH DAKOTA AVE NE,Marianne Vitale,Common Crossings (Riggs & Dakota),Steel,2014,"Sculpture, installation",<null>,Riggs Road NE and South Dakota Avenue NE,Fort Totten,,4,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Common_Crossings_Marianne_Vitale.png
-77.017559289730684,38.883247456339518,250,4TH STREET AND E STREET SW,Dan Colen,Fortune Teller,"Boom box, cassette tape with fortune recordings, table",2014,Installation,<Null>,4th Street SW and E Street SW,Federal Center,,6,Temporary,2014- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Fortune_Teller_Dan_Colen.png
-77.019913091722117,38.892083628548193,251,6TH ST NW AND CONSTITUTION AVE NW,Soda Jerk,The Afrofuturisms of Astro Black,Video projection,2014,Installation,National Gallery of Art- Sept. 27,6th Street NW and Constitution Ave NW,National Mall,,2,Temporary,2014- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Soda_Jerk_The_Afrofuturisms_of Astro_Black.png
-76.989365713970571,38.868277436766476,252,GOOD HOPE ROAD SE AND MARTIN LUTHER KING JR AVENUE SE,"Billy Colbert, Tim Conlon, & DC Youth from DCCAH’s Summer Youth Employment Program Media Arts Camp","Gateway to a Great Community
Gateway to a Great Community
Gateway to a Great Community
","Reclaimed wood, paint",2010,"Sculpture, mural",located on corner,Good Hope Road SE and Martin Luther King Jr Avenue SE,Anacostia,,8,Permanent,Community Initiatives,
-77.003516958421002,38.88981601406195,253,2ND STREET SE AND EAST CAPITOL STREET,Wolfgang Weileder,Res Publica,Cardboard small scale construction of Supreme Coard Building,2012,"Sculpture, Installation",Capitol Street,2nd Street SE and East Capitol Street SE,Capitol Hill,,6,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Res_Publica_Wolfgang_Weileder.png
-77.017559759655398,38.884688437689036,254,4TH STREET SW AND VIRGINIA AVENUE SW,Dan Colen,Hat,"Hat, motor, cable, steel",2014,Installation,<Null>,4th Street SW and Virginia Ave SW,Federal Center,,6,Temporary,2014- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Hat_Dan_Colen.png
-77.021770409784622,38.974822990748933,255,CEDAR STREET NW AND PINEY BRANCH ROAD NW,Natalie Jeremijenko,Butterfly Bridge,"Wire, plastic, soil, flowering plants",2012,"Sculpture, Installation",Takoma Park,Cedar Street NW and Piney Branch Road NW,Takoma,,4,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Butterfly_Bridge_Natalie_Jeremijeko.png
-76.988464512624404,38.867246046727033,256,1203 GOOD HOPE ROAD SE,Abigail Deville,The New Migration,"Accumulated debris and heirlooms from Washington, DC to Jacksonville, Florida",2014,"Performance, installation",,1203 Good Hope Road SE,Anacostia,,8,Temporary,2014- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/The_New_Migration_Abigail_Deville.png
-76.988192597098205,38.86712963087232,257,1213 GOOD HOPE ROAD SE,Abigail Deville,The New Migration,"Accumulated debris and heirlooms from Washington, DC to Jacksonville, Florida",2014,"Performance, installation",,1213 Good Hope Road SE,Anacostia,,8,Temporary,2014- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/The_New_Migration_Abigail_Deville.png
-76.988415088472735,38.867154426286852,258,1205 GOOD HOPE ROAD SE,Abigail Deville,The New Migration,"Accumulated debris and heirlooms from Washington, DC to Jacksonville, Florida",2014,"Performance, installation",,1205 Good Hope Road SE,Anacostia,,8,Temporary,2014- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/The_New_Migration_Abigail_Deville.png
-77.019913091722117,38.892083628548193,259,6TH ST NW AND CONSTITUTION AVE NW,Soda Jerk,Hollywood Burn,Video projection,2014,Installation,National Gallery of Art- Oct. 26,6th Street NW and Constitution Ave NW,National Mall,,2,Temporary,2014- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Soda_Jerk_Hollywood_Burn.png
-77.009367191866872,38.831333289665928,260,115 ATLANTIC STREET SW,Lize Mogel,Sight Lines,Self guided tour maps,2012,Tour,Washington Highland Neighborhood Library,115 Atlantic Street SW,Citywide,,8,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Sight_Lines_Lize_Mogel.png
-77.003099287007544,38.875073618483626,261,200 TINGEY STREET SE,Glenn Kaino,Bridge,"Fiberglass, steel, wire, gold paint",2014,"Sculpture, installation",,200 Tingey Street SE,Navy Yard,,6,Temporary,2014- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Bridge_Glenn_Kaino.png
-77.001536743162191,38.873723510066149,262,10 WATER STREET SE,Cath Campbell,Marathon,"Plastic, Wood, Aluminium, Steel Cable, Motor and Cable Car Mechanism",2012,Installation,Yards Park,10 Water Street SE,Navy Yard,,6,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Marathon_Cath_Campbell.png
-77.001097742485996,38.873323682505792,263,10 WATER STREET (East Lawn),Tattfoo Tan,S.O.S. p:ARK,"Plants: St Johnwort, dandelions, timothy, clover, pigweed, lamb’s quarter, buttercup, mullein, queen anne lace, plantain, yarrow",2012,Earth work,Yards Park,10 Water Street SE (East Lawn),Navy Yard,,6,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/S_O_S_Park_Tattfoo_Tan.png
-77.027563684922029,38.894106655663776,264,1100 PENNSYLVANIA AVENUE NW,Wilmer Wilson IV,Henry 'Box' Brown: FOREVER,"Performance, three grades of postage stamps",2012,Performance,Old Post Office Pavilion,1100 Pennsylvania Avenue NW,Downtown,,2,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Henry_Box_Brown_Forever_Wilmer_Wilson_IV.png
-77.024768551253501,38.898699116426073,265,901 G STREET NW,Lize Mogel,Sight Lines  ,Self guided tour maps,2012,Tour,Martin Luther King Jr Memorial Library,901 G Street NW,Downtown,,2,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Sight_Lines_Lize_Mogel.png
-76.941818506264866,38.912634347684616,266,1550 ANACOSTIA AVENUE NE,Mia Feuer,The Flooded Lecture Series,"Lecture, panel discussion",2014,Lecture,,"Kenilworth Park, Anacostia River",Kenilworth,,7,Temporary,2014- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/The_Flooded_Lecture_Series_Mia_Feuer.png
-76.93215784256401,38.908452418628208,267,1350 49TH STREET NE,Lize Mogel,Sight Lines  ,Self guided tour maps,2012,Tour,Deadwood Neighborhood Library,Deadwood Neighborhood Library,Deanwood,,7,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Sight_Lines_Lize_Mogel.png
-77.039742730457604,38.895854463821884,268,500 17TH STREET NW,Floating Lab Collective,Remuseum,"Lecture, panel discussion",2012,Lecture,Corcoran Gallery of Art,500 17th Street NW,Downtown,,2,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Remuseum_Floating_Lab_Collective.png
-77.000969556622451,38.947387050544663,269,4900 JOHN MCCORMACK DR NE,Coby Kennedy,Untitled,Aerosol paint,2011,Mural,"Department of Pulbic Works, wall along Ft. Totten Transfer Station",4900 John MCcormack Dr NE,Fort Totten,,5,Temporary,MuralsDC,
-77.005887729827876,38.906849026761819,270,1ST STREET NE FROM N STREET NE TO PATTERSON STREET NE,Dignidad Rebelde,"Looking Back, Seeing Forward","Paint, prints",2014,Mural,Installed on a separation wall,1ST Street NE From N Street NE To Patterson Street NE,NoMa,,6,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Looking_Back_Seeing_Forward_Dignidad_Rebelde .png
-77.022220648406119,38.912449616289742,271,1630 7TH STREET NW,Lize Mogel,Sight Lines  ,Self guided tour maps,2012,Tour,Watha T. Daniel / Shaw Neighborhood Library,1630 7th St NW,Logan Circle/Shaw,,6,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Sight_Lines_Lize_Mogel.png
-77.022942358983087,38.899142594501292,272,8TH STREET NW FROM G STREET NW TO H STREET NW,Floating Lab Collective,Remuseum,"Lecture, panel discussion",2012,Lecture,Pepco Edison Place Gallery,8TH Street NW From G Street NW To H Street NW,Chinatown,,2,Temporary,2012- 5x5 Temporary Art Initiative,http://octo.dc.gov/sites/default/files/dc/sites/octo/multimedia_content/images/Remuseum_Floating_Lab_Collective.png
